"Income","Country","Age","Height","Location","Gender","Sales"
61836,"Freedonia",36,61,"Rural","Female",NA
19712,"Freedonia",69,63,"Rural","Male",NA
21567,"Sylvania",68,67,"City","Male",979
10102,"Freedonia",73,66,"City","Female",NA
16923,"Freedonia",70,67,"Rural","Male",NA
83717,"Freedonia",38,72,"Rural","Male",NA
314671,"Sylvania",27,62,"City","Female",690
15300,"Sylvania",62,63,"Rural","Female",257
171779,"Sylvania",42,67,"City","Male",899
13094,"Freedonia",46,65,"City","Male",NA
216110,"Sylvania",64,64,"City","Male",-856
11602,"Sylvania",32,64,"City","Male",730
208473,"Sylvania",32,66,"City","Female",641
10850,"Sylvania",21,68,"City","Female",680
19495,"Sylvania",45,67,"City","Female",688
11265,"Sylvania",31,65,"City","Female",620
73737,"Sylvania",56,66,"City","Female",685
34699,"Sylvania",38,63,"City","Female",765
42485,"Sylvania",35,67,"City","Female",605
32723,"Sylvania",33,70,"Rural","Male",352
23070,"Sylvania",45,67,"City","Female",675
24506,"Freedonia",24,66,"Rural","Male",NA
105607,"Sylvania",59,62,"Rural","Female",255
9842,"Sylvania",19,67,"City","Female",519
2230,"Freedonia",44,62,"Rural","Female",NA
80308,"Sylvania",43,70,"City","Male",901
24856,"Freedonia",22,67,"Rural","Female",NA
14694,"Sylvania",55,63,"City","Male",910
46787,"Sylvania",43,64,"City","Female",712
17287,"Freedonia",33,63,"City","Female",NA
11294,"Freedonia",31,64,"Rural","Female",NA
161996,"Sylvania",28,68,"City","Male",952
24371,"Freedonia",23,63,"Rural","Female",NA
29610,"Sylvania",27,71,"City","Male",795
25150,"Sylvania",21,65,"Rural","Female",199
11600,"Sylvania",33,69,"City","Male",806
7451,"Sylvania",44,69,"City","Female",793
96334,"Sylvania",18,63,"City","Female",664
69952,"Sylvania",22,67,"City","Male",711
209637,"Freedonia",28,70,"Rural","Male",NA
38044,"Freedonia",81,67,"Rural","Female",NA
19630,"Freedonia",21,67,"Rural","Female",NA
39595,"Sylvania",30,65,"City","Female",659
7323,"Sylvania",24,70,"City","Female",606
28667,"Sylvania",42,65,"City","Male",860
1826,"Sylvania",81,68,"City","Female",869
3072,"Freedonia",46,67,"Rural","Male",NA
37172,"Sylvania",95,62,"City","Male",1052
24849,"Freedonia",21,66,"City","Female",NA
9124,"Freedonia",46,64,"Rural","Male",NA
43539,"Sylvania",24,68,"City","Male",775
4928,"Freedonia",35,65,"Rural","Female",NA
34363,"Sylvania",25,64,"Rural","Female",196
451947,"Sylvania",25,65,"City","Male",709
296234,"Sylvania",34,64,"City","Female",662
116222,"Sylvania",63,69,"Rural","Male",278
25488,"Sylvania",60,62,"City","Female",731
84761,"Sylvania",47,64,"City","Female",802
380435,"Sylvania",20,64,"City","Male",626
26223,"Sylvania",34,64,"City","Female",684
8549,"Sylvania",37,66,"City","Male",795
33932,"Sylvania",90,65,"City","Male",1207
182517,"Freedonia",21,63,"Rural","Female",NA
55537,"Freedonia",34,69,"Rural","Female",NA
11440,"Sylvania",38,71,"Rural","Female",214
192509,"Sylvania",22,70,"City","Female",625
82762,"Freedonia",66,64,"Rural","Male",NA
12290,"Freedonia",51,68,"City","Female",NA
10256,"Sylvania",33,70,"Rural","Male",309
5559,"Freedonia",74,63,"Rural","Female",NA
13963,"Sylvania",24,63,"City","Female",706
9196,"Sylvania",31,61,"City","Female",606
72631,"Sylvania",26,62,"Rural","Female",220
40940,"Freedonia",91,65,"Rural","Male",NA
240031,"Sylvania",49,63,"City","Male",738
35738,"Freedonia",38,63,"Rural","Female",NA
95764,"Sylvania",18,65,"City","Male",596
1450,"Sylvania",30,66,"City","Female",628
86784,"Sylvania",84,68,"City","Female",899
159307,"Sylvania",19,69,"City","Female",638
22235,"Sylvania",32,67,"City","Male",777
39510,"Sylvania",26,70,"City","Female",-685
289700,"Sylvania",45,68,"City","Female",754
4948,"Sylvania",22,67,"City","Male",717
35725,"Sylvania",21,66,"City","Female",699
3294,"Sylvania",46,68,"City","Male",806
23571,"Sylvania",71,68,"City","Female",791
19059,"Freedonia",26,65,"Rural","Male",NA
13126,"Freedonia",61,69,"Rural","Male",NA
430,"Sylvania",34,61,"City","Male",732
169539,"Sylvania",21,67,"City","Male",656
11617,"Freedonia",52,65,"City","Male",NA
1004,"Sylvania",33,66,"City","Female",708
13804,"Freedonia",56,63,"Rural","Male",NA
30315,"Sylvania",28,65,"City","Female",709
11910,"Sylvania",19,62,"City","Male",773
10207,"Freedonia",49,62,"Rural","Female",NA
28269,"Sylvania",21,69,"City","Male",799
9164,"Sylvania",32,70,"City","Female",646
15671,"Sylvania",70,68,"City","Male",1085
10273,"Sylvania",44,69,"City","Female",660
9811,"Sylvania",62,62,"City","Female",812
8376,"Sylvania",73,62,"City","Female",836
10493,"Sylvania",69,65,"City","Female",735
2867,"Sylvania",20,67,"City","Male",646
7613,"Sylvania",65,71,"City","Female",-835
13301,"Sylvania",21,64,"City","Female",662
10102,"Sylvania",19,69,"City","Male",821
10209,"Sylvania",32,66,"City","Female",672
3129,"Sylvania",23,62,"Rural","Male",351
27281,"Sylvania",25,64,"City","Female",624
309588,"Sylvania",42,63,"City","Male",777
29959,"Freedonia",42,65,"Rural","Female",NA
506956,"Freedonia",41,64,"Rural","Female",NA
258102,"Sylvania",62,65,"City","Female",915
1061,"Sylvania",36,68,"Rural","Female",225
13290,"Sylvania",50,64,"Rural","Female",250
4971,"Sylvania",41,65,"City","Male",895
52194,"Freedonia",44,63,"Rural","Female",NA
6777,"Sylvania",28,65,"Rural","Female",217
2242,"Sylvania",43,70,"City","Male",-878
86502,"Sylvania",29,66,"City","Male",-841
17389,"Sylvania",37,68,"City","Male",910
54548,"Freedonia",22,68,"City","Male",NA
170669,"Sylvania",38,64,"City","Male",788
8583,"Sylvania",32,64,"City","Male",833
24112,"Sylvania",61,67,"City","Male",841
187205,"Freedonia",26,70,"Rural","Female",NA
32964,"Sylvania",21,67,"City","Male",607
16859,"Sylvania",68,67,"Rural","Female",261
12456,"Sylvania",77,70,"City","Male",1118
19095,"Freedonia",42,58,"Rural","Male",NA
304801,"Sylvania",47,62,"Rural","Female",212
3815,"Sylvania",25,70,"City","Male",800
2294,"Sylvania",61,66,"City","Female",860
19146,"Sylvania",31,67,"City","Female",669
98349,"Freedonia",44,63,"Rural","Female",NA
3716,"Sylvania",34,69,"City","Male",787
193506,"Freedonia",68,69,"Rural","Female",NA
32551,"Sylvania",23,66,"City","Male",723
34740,"Sylvania",42,64,"Rural","Female",242
35791,"Freedonia",32,70,"Rural","Male",NA
106361,"Sylvania",19,62,"City","Female",656
6454,"Sylvania",20,63,"City","Female",691
1222,"Freedonia",29,72,"Rural","Male",NA
13957,"Sylvania",21,64,"City","Male",731
58950,"Sylvania",20,61,"City","Male",624
9755,"Sylvania",44,68,"City","Male",788
12340,"Sylvania",31,67,"City","Male",-664
40488,"Sylvania",24,65,"City","Female",616
63140,"Sylvania",66,67,"City","Male",972
1248960,"Sylvania",21,62,"City","Female",715
33576,"Sylvania",34,62,"Rural","Female",236
21707,"Sylvania",32,66,"City","Female",754
188820,"Sylvania",32,65,"City","Male",835
3515,"Sylvania",33,65,"City","Female",668
42125,"Freedonia",42,64,"Rural","Female",NA
86948,"Sylvania",49,64,"City","Male",860
21244,"Sylvania",24,67,"City","Male",761
47969,"Sylvania",35,67,"City","Female",688
61237,"Sylvania",36,64,"City","Female",711
21904,"Sylvania",31,68,"Rural","Male",326
49956,"Sylvania",58,66,"City","Male",890
6947,"Sylvania",41,69,"City","Male",911
2890,"Sylvania",23,66,"City","Male",684
3310,"Sylvania",41,71,"City","Male",860
40187,"Sylvania",50,60,"Rural","Male",363
175988,"Sylvania",23,66,"City","Male",774
182124,"Sylvania",80,69,"City","Male",933
15414,"Sylvania",75,66,"City","Female",889
109712,"Sylvania",33,63,"City","Male",808
26542,"Freedonia",40,62,"City","Male",NA
31537,"Sylvania",30,66,"Rural","Male",334
108729,"Freedonia",23,66,"Rural","Female",NA
32636,"Sylvania",21,64,"City","Male",790
9387,"Sylvania",20,63,"City","Female",-644
22545,"Sylvania",90,68,"City","Male",966
108005,"Freedonia",50,64,"City","Female",NA
11629,"Sylvania",18,68,"City","Male",805
31452,"Sylvania",25,66,"City","Female",588
26801,"Sylvania",22,64,"Rural","Male",366
1115376,"Sylvania",37,66,"City","Male",786
25570,"Freedonia",21,68,"Rural","Male",NA
101259,"Freedonia",70,63,"Rural","Female",NA
13455,"Freedonia",27,62,"City","Female",NA
1860,"Sylvania",23,66,"City","Male",659
14957,"Freedonia",30,65,"City","Male",NA
3876,"Sylvania",65,68,"City","Male",869
20300,"Freedonia",46,64,"Rural","Female",NA
31616,"Sylvania",27,66,"City","Male",869
10061,"Sylvania",93,70,"City","Male",1215
13727,"Sylvania",22,65,"City","Male",754
60588,"Freedonia",19,66,"Rural","Female",NA
17039,"Sylvania",30,67,"City","Female",688
32666,"Sylvania",28,63,"Rural","Male",387
6015,"Sylvania",28,64,"City","Female",637
3909,"Freedonia",22,65,"Rural","Female",NA
285446,"Sylvania",58,65,"City","Male",870
107319,"Sylvania",65,68,"City","Female",775
82659,"Sylvania",23,67,"City","Male",792
35979,"Sylvania",18,66,"City","Male",850
70709,"Sylvania",32,67,"City","Male",786
187428,"Sylvania",29,67,"Rural","Female",252
34419,"Freedonia",27,65,"Rural","Female",NA
48343,"Sylvania",29,65,"City","Female",-695
40565,"Sylvania",42,64,"City","Male",984
10884,"Freedonia",48,70,"Rural","Male",NA
24895,"Sylvania",28,66,"Rural","Female",244
412602,"Sylvania",37,68,"City","Female",704
39162,"Sylvania",20,62,"City","Male",710
9312,"Sylvania",24,65,"Rural","Female",225
287816,"Freedonia",30,65,"Rural","Male",NA
23837,"Freedonia",30,66,"City","Male",NA
72628,"Sylvania",24,61,"Rural","Female",232
2958,"Sylvania",18,64,"City","Male",744
15449,"Sylvania",25,63,"City","Female",636
136142,"Freedonia",21,62,"Rural","Female",NA
874046,"Freedonia",33,63,"Rural","Male",NA
91520,"Sylvania",30,71,"City","Male",824
13408,"Sylvania",38,67,"City","Male",816
4023,"Sylvania",57,66,"City","Male",857
20159,"Sylvania",55,63,"City","Female",636
26868,"Sylvania",25,67,"City","Female",703
9706,"Sylvania",55,63,"City","Male",843
37910,"Sylvania",24,72,"City","Male",909
8162,"Sylvania",47,64,"City","Male",-803
27345,"Sylvania",57,68,"City","Male",893
45355,"Sylvania",49,70,"City","Female",717
406063,"Sylvania",22,66,"City","Female",595
413807,"Sylvania",26,60,"City","Male",695
30932,"Sylvania",29,67,"City","Female",635
252400,"Sylvania",66,70,"City","Male",1016
10626,"Freedonia",21,61,"Rural","Female",NA
15937,"Sylvania",48,69,"Rural","Female",260
98001,"Sylvania",18,65,"City","Male",887
17008,"Freedonia",31,66,"Rural","Female",NA
368724,"Freedonia",24,66,"Rural","Male",NA
156135,"Freedonia",35,61,"Rural","Male",NA
3670,"Sylvania",58,67,"Rural","Male",351
35317,"Freedonia",63,64,"City","Female",NA
124205,"Sylvania",43,69,"City","Female",-743
23480,"Sylvania",38,62,"City","Female",643
8612,"Sylvania",19,60,"Rural","Male",-294
36385,"Sylvania",36,64,"City","Male",829
9400,"Sylvania",74,71,"Rural","Male",357
9943,"Sylvania",79,68,"City","Female",894
143961,"Sylvania",32,67,"City","Male",749
35598,"Sylvania",60,66,"City","Female",853
6224,"Sylvania",59,63,"City","Male",985
36127,"Sylvania",34,61,"Rural","Male",-310
198299,"Sylvania",69,65,"City","Male",780
8258,"Sylvania",64,62,"City","Female",754
176764,"Sylvania",39,67,"City","Female",632
27961,"Freedonia",24,70,"Rural","Male",NA
123,"Sylvania",28,68,"City","Male",795
27818,"Sylvania",27,68,"City","Male",859
22781,"Freedonia",23,61,"Rural","Female",NA
43373,"Freedonia",48,67,"Rural","Male",NA
91767,"Freedonia",39,69,"Rural","Male",NA
31159,"Sylvania",30,66,"City","Female",-562
145972,"Freedonia",41,64,"Rural","Male",NA
5636,"Sylvania",34,64,"Rural","Female",177
46246,"Sylvania",59,69,"Rural","Female",286
1522,"Sylvania",22,64,"City","Male",678
46868,"Freedonia",23,68,"Rural","Female",NA
221724,"Sylvania",26,67,"City","Male",760
4687,"Sylvania",81,64,"Rural","Female",279
95418,"Sylvania",28,64,"City","Female",745
217716,"Sylvania",63,67,"City","Female",693
16933,"Freedonia",41,66,"Rural","Male",NA
186438,"Sylvania",39,67,"City","Female",767
34535,"Freedonia",26,65,"Rural","Female",NA
88574,"Sylvania",30,60,"City","Female",628
14281,"Sylvania",51,65,"City","Female",-679
27931,"Sylvania",43,69,"City","Male",-684
40004,"Sylvania",40,60,"City","Female",671
83771,"Freedonia",35,66,"Rural","Female",NA
96064,"Freedonia",60,66,"Rural","Female",NA
415859,"Sylvania",65,63,"City","Female",815
707270,"Sylvania",36,64,"City","Male",928
103858,"Sylvania",50,67,"Rural","Male",377
117073,"Sylvania",65,63,"City","Male",935
57434,"Sylvania",32,66,"Rural","Female",209
35557,"Sylvania",29,69,"Rural","Male",311
50325,"Sylvania",23,62,"Rural","Male",297
246972,"Sylvania",52,65,"City","Male",968
543807,"Sylvania",48,68,"City","Male",829
21435,"Freedonia",22,66,"Rural","Male",NA
210244,"Freedonia",29,59,"Rural","Male",NA
619624,"Sylvania",22,61,"City","Female",632
16042,"Sylvania",24,67,"City","Male",924
16889,"Sylvania",36,69,"City","Male",728
23378,"Freedonia",72,69,"Rural","Male",NA
20453,"Freedonia",29,66,"City","Female",NA
132468,"Sylvania",19,64,"Rural","Female",188
50803,"Sylvania",29,71,"City","Male",826
52028,"Freedonia",41,59,"Rural","Female",NA
5675,"Freedonia",57,68,"City","Female",NA
109192,"Freedonia",28,64,"Rural","Female",NA
18859,"Sylvania",41,63,"City","Male",669
143487,"Freedonia",24,65,"City","Female",NA
330791,"Sylvania",112,62,"City","Female",913
872907,"Sylvania",70,71,"Rural","Male",321
40686,"Sylvania",25,64,"City","Female",721
154096,"Sylvania",22,72,"City","Male",861
5812,"Sylvania",54,64,"City","Female",719
46931,"Sylvania",28,62,"City","Female",657
107042,"Sylvania",113,70,"City","Female",905
31008,"Sylvania",37,65,"Rural","Female",230
51122,"Sylvania",63,68,"Rural","Male",384
34139,"Freedonia",33,63,"Rural","Male",NA
21714,"Freedonia",59,69,"Rural","Female",NA
9823,"Sylvania",82,67,"City","Male",800
7135,"Sylvania",26,67,"City","Female",609
43343,"Freedonia",48,64,"Rural","Male",NA
66046,"Sylvania",38,66,"City","Female",729
22597,"Freedonia",23,65,"City","Female",NA
208372,"Freedonia",61,62,"Rural","Male",NA
14256,"Freedonia",45,65,"Rural","Male",NA
19802,"Sylvania",50,64,"Rural","Female",245
308204,"Freedonia",34,64,"Rural","Female",NA
111794,"Sylvania",41,63,"City","Female",699
129287,"Sylvania",39,69,"City","Male",946
116576,"Sylvania",24,70,"City","Female",689
1287511,"Sylvania",39,68,"City","Female",875
12106,"Sylvania",23,63,"City","Female",556
44926,"Sylvania",79,62,"City","Female",796
358149,"Sylvania",54,65,"City","Female",691
12289,"Sylvania",22,62,"City","Male",852
20230,"Sylvania",31,65,"City","Male",899
2656,"Sylvania",23,67,"City","Male",794
29004,"Sylvania",66,62,"City","Female",840
43911,"Sylvania",31,69,"City","Male",775
9525,"Sylvania",25,59,"City","Male",752
30113,"Freedonia",32,59,"Rural","Female",NA
14875,"Sylvania",34,76,"Rural","Female",179
10636,"Sylvania",32,65,"City","Female",608
6673,"Sylvania",55,69,"City","Male",730
5956,"Sylvania",18,65,"City","Male",744
103626,"Sylvania",26,70,"City","Female",564
32351,"Sylvania",27,70,"City","Female",627
6183,"Sylvania",74,65,"Rural","Female",241
87513,"Sylvania",31,68,"Rural","Female",188
36950,"Sylvania",63,65,"City","Female",735
215370,"Freedonia",48,68,"Rural","Female",NA
8920,"Sylvania",59,66,"City","Female",748
90811,"Sylvania",20,66,"City","Male",756
118922,"Sylvania",57,73,"City","Female",626
120934,"Sylvania",26,66,"Rural","Female",-210
673992,"Sylvania",37,66,"Rural","Male",289
452179,"Sylvania",32,65,"City","Male",822
16462,"Sylvania",35,66,"City","Male",873
13868,"Sylvania",33,67,"City","Female",691
33143,"Freedonia",66,65,"Rural","Male",NA
34531,"Sylvania",30,62,"Rural","Male",220
5802,"Sylvania",22,69,"City","Male",830
54498,"Sylvania",19,70,"City","Male",748
218350,"Sylvania",38,66,"City","Male",782
303910,"Freedonia",54,69,"Rural","Female",NA
9630,"Sylvania",68,66,"Rural","Female",282
17532,"Sylvania",22,63,"City","Female",643
17522,"Freedonia",28,67,"City","Male",NA
788,"Sylvania",32,72,"City","Male",804
15316,"Sylvania",40,66,"City","Male",830
28290,"Sylvania",24,68,"City","Male",741
31820,"Sylvania",44,62,"City","Male",971
8521,"Freedonia",61,65,"Rural","Male",NA
258334,"Sylvania",36,65,"Rural","Female",215
12897,"Sylvania",42,65,"City","Male",710
47639,"Sylvania",26,64,"City","Male",671
32894,"Freedonia",22,65,"Rural","Female",NA
230749,"Sylvania",70,70,"City","Male",918
47232,"Sylvania",20,62,"City","Female",530
119461,"Sylvania",41,65,"Rural","Female",253
28164,"Freedonia",64,65,"City","Female",NA
61019,"Sylvania",43,62,"City","Male",726
171554,"Sylvania",74,65,"City","Female",813
78747,"Sylvania",76,59,"City","Female",818
57816,"Sylvania",19,64,"City","Male",826
149061,"Sylvania",19,67,"Rural","Male",245
66016,"Sylvania",39,62,"City","Female",736
4478,"Freedonia",32,65,"Rural","Male",NA
82022,"Sylvania",30,65,"City","Female",603
6065,"Freedonia",22,66,"Rural","Female",NA
4264,"Sylvania",28,68,"City","Male",716
28841,"Sylvania",19,67,"City","Male",812
64951,"Sylvania",51,67,"City","Female",639
10027,"Freedonia",35,70,"Rural","Male",NA
78859,"Sylvania",39,69,"City","Male",797
28388,"Sylvania",35,66,"Rural","Male",313
565369,"Sylvania",25,62,"City","Male",779
19146,"Sylvania",32,62,"City","Female",726
23172,"Freedonia",20,72,"Rural","Male",NA
31710,"Sylvania",46,65,"City","Female",677
75161,"Sylvania",78,63,"City","Female",916
73927,"Sylvania",29,67,"Rural","Male",315
9503,"Sylvania",20,66,"City","Female",577
25887,"Sylvania",57,70,"City","Male",888
1170,"Sylvania",66,67,"Rural","Male",327
12308,"Freedonia",25,64,"City","Female",NA
14333,"Sylvania",34,70,"City","Male",802
24726,"Sylvania",20,67,"City","Female",651
32365,"Sylvania",65,62,"City","Female",851
94464,"Sylvania",18,66,"City","Female",689
372150,"Sylvania",25,61,"City","Male",673
110486,"Sylvania",37,59,"City","Female",721
18198,"Freedonia",73,67,"City","Male",NA
127523,"Freedonia",57,64,"Rural","Female",NA
6235,"Sylvania",23,61,"City","Female",717
30350,"Sylvania",24,66,"Rural","Male",316
81358,"Sylvania",67,69,"City","Female",804
37019,"Freedonia",44,70,"Rural","Male",NA
14506,"Sylvania",51,67,"City","Male",940
53084,"Sylvania",51,66,"Rural","Male",381
130764,"Sylvania",40,64,"City","Female",736
90256,"Sylvania",33,61,"Rural","Male",341
34789,"Sylvania",32,67,"City","Male",682
55811,"Freedonia",18,61,"Rural","Female",NA
16530,"Sylvania",19,63,"City","Male",694
103529,"Sylvania",23,67,"City","Male",842
20302,"Sylvania",34,67,"Rural","Male",-282
275255,"Freedonia",35,68,"Rural","Male",NA
71607,"Sylvania",29,65,"City","Female",-724
212930,"Sylvania",68,68,"City","Female",851
97232,"Freedonia",87,63,"City","Male",NA
144750,"Sylvania",50,65,"City","Male",959
70364,"Freedonia",78,64,"Rural","Female",NA
122375,"Sylvania",19,71,"City","Female",748
147743,"Sylvania",18,64,"City","Female",714
8931,"Freedonia",41,69,"City","Female",NA
27328,"Sylvania",76,69,"City","Male",976
33685,"Sylvania",63,66,"City","Male",925
12740,"Freedonia",30,67,"Rural","Female",NA
336648,"Sylvania",19,61,"City","Female",618
60521,"Freedonia",37,69,"Rural","Female",NA
31427,"Freedonia",19,69,"City","Male",NA
76304,"Sylvania",27,64,"City","Male",692
341156,"Sylvania",35,64,"City","Male",786
104577,"Sylvania",32,67,"City","Male",763
3035,"Sylvania",63,67,"City","Male",977
10957,"Sylvania",63,70,"City","Female",773
1643,"Freedonia",59,63,"Rural","Male",NA
15740,"Sylvania",38,66,"City","Male",799
10361,"Sylvania",21,66,"City","Female",645
41938,"Sylvania",27,64,"City","Male",698
23297,"Sylvania",45,67,"City","Male",970
27799,"Sylvania",26,65,"City","Female",631
14683,"Sylvania",39,68,"City","Male",698
55472,"Freedonia",27,66,"Rural","Female",NA
2921,"Sylvania",62,71,"City","Male",960
451819,"Sylvania",21,66,"City","Female",719
161004,"Sylvania",25,63,"City","Male",774
53795,"Freedonia",31,67,"Rural","Female",NA
5031,"Sylvania",79,71,"City","Male",924
61097,"Sylvania",24,67,"City","Female",624
